year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2025,1,G4,Allegiant Air,ELM,"Elmira/Corning, NY: Elmira/Corning Regional",30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,1,G4,Allegiant Air,ELP,"El Paso, TX: El Paso International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,1,G4,Allegiant Air,EUG,"Eugene, OR: Mahlon Sweet Field",28.00,8.00,3.74,0.00,1.60,0.00,2.66,2.00,0.00,409.00,236.00,0.00,70.00,0.00,103.00
2025,1,G4,Allegiant Air,EVV,"Evansville, IN: Evansville Regional",18.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1075.00,0.00,1075.00,0.00,0.00,0.00
2025,1,G4,Allegiant Air,EWR,"Newark, NJ: Newark Liberty International",31.00,5.00,2.17,0.00,2.83,0.00,0.00,1.00,0.00,446.00,336.00,0.00,110.00,0.00,0.00
2025,1,G4,Allegiant Air,EYW,"Key West, FL: Key West International",73.00,8.00,4.69,0.00,0.43,0.00,2.88,2.00,0.00,447.00,129.00,0.00,25.00,0.00,293.00
2025,1,G4,Allegiant Air,FAR,"Fargo, ND: Hector International",75.00,8.00,4.34,0.00,2.46,0.00,1.20,0.00,0.00,468.00,340.00,0.00,90.00,0.00,38.00
2025,1,G4,Allegiant Air,FAT,"Fresno, CA: Fresno Yosemite International",39.00,12.00,1.55,0.47,2.48,0.00,7.50,0.00,0.00,838.00,140.00,21.00,210.00,0.00,467.00
2025,1,G4,Allegiant Air,FCA,"Kalispell, MT: Glacier Park International",28.00,3.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,440.00,299.00,31.00,0.00,0.00,110.00
2025,1,G4,Allegiant Air,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",326.00,104.00,22.59,10.79,35.42,0.00,35.20,3.00,0.00,11093.00,3354.00,2708.00,2029.00,0.00,3002.00
2025,1,G4,Allegiant Air,FNT,"Flint, MI: Bishop International",138.00,38.00,6.90,2.06,8.17,0.00,20.87,0.00,0.00,2191.00,269.00,110.00,502.00,0.00,1310.00
2025,1,G4,Allegiant Air,FSD,"Sioux Falls, SD: Joe Foss Field",104.00,17.00,8.49,0.26,4.84,0.00,3.40,0.00,0.00,1036.00,626.00,20.00,203.00,0.00,187.00
2025,1,G4,Allegiant Air,FWA,"Fort Wayne, IN: Fort Wayne International",72.00,15.00,6.36,0.65,4.97,0.00,3.02,0.00,0.00,749.00,331.00,26.00,169.00,0.00,223.00
2025,1,G4,Allegiant Air,GEG,"Spokane, WA: Spokane International",18.00,4.00,1.69,2.00,0.31,0.00,0.00,0.00,0.00,142.00,28.00,109.00,5.00,0.00,0.00
2025,1,G4,Allegiant Air,GFK,"Grand Forks, ND: Grand Forks International",27.00,5.00,2.07,0.00,1.70,0.00,1.23,0.00,0.00,294.00,86.00,0.00,76.00,0.00,132.00
2025,1,G4,Allegiant Air,GJT,"Grand Junction, CO: Grand Junction Regional",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,1,G4,Allegiant Air,GRI,"Grand Island, NE: Central Nebraska Regional",22.00,2.00,0.00,0.00,0.40,0.00,1.60,0.00,0.00,91.00,0.00,0.00,19.00,0.00,72.00
2025,1,G4,Allegiant Air,GRR,"Grand Rapids, MI: Gerald R. Ford International",209.00,56.00,14.73,1.89,14.82,0.20,24.37,1.00,0.00,3613.00,944.00,204.00,686.00,3.00,1776.00
2025,1,G4,Allegiant Air,GSO,"Greensboro/High Point, NC: Piedmont Triad International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,1,G4,Allegiant Air,GSP,"Greer, SC: Greenville-Spartanburg International",29.00,5.00,1.68,0.00,1.01,0.00,2.31,1.00,0.00,226.00,77.00,0.00,35.00,0.00,114.00
2025,1,G4,Allegiant Air,GTF,"Great Falls, MT: Great Falls International",18.00,3.00,1.26,0.48,0.37,0.00,0.89,0.00,0.00,140.00,83.00,15.00,13.00,0.00,29.00
2025,1,G4,Allegiant Air,HGR,"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field",20.00,3.00,2.14,0.00,0.71,0.00,0.15,1.00,0.00,230.00,201.00,0.00,25.00,0.00,4.00
2025,1,G4,Allegiant Air,HOU,"Houston, TX: William P Hobby",12.00,5.00,2.78,0.00,2.22,0.00,0.00,0.00,0.00,688.00,599.00,0.00,89.00,0.00,0.00
2025,1,G4,Allegiant Air,HTS,"Ashland, WV: Tri-State/Milton J. Ferguson Field",20.00,4.00,0.74,0.67,0.74,0.00,1.86,2.00,0.00,307.00,77.00,93.00,24.00,0.00,113.00
2025,1,G4,Allegiant Air,IAD,"Washington, DC: Washington Dulles International",20.00,2.00,1.39,0.00,0.39,0.00,0.21,0.00,0.00,400.00,263.00,0.00,89.00,0.00,48.00
2025,1,G4,Allegiant Air,IAG,"Niagara Falls, NY: Niagara Falls International",29.00,5.00,0.58,1.02,1.68,0.00,1.72,0.00,0.00,1355.00,193.00,1005.00,89.00,0.00,68.00
2025,1,G4,Allegiant Air,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",20.00,4.00,0.95,0.00,1.63,0.00,1.42,1.00,0.00,207.00,23.00,0.00,77.00,0.00,107.00
2025,1,G4,Allegiant Air,IDA,"Idaho Falls, ID: Idaho Falls Regional",42.00,5.00,2.52,0.00,1.98,0.00,0.50,0.00,2.00,505.00,431.00,0.00,65.00,0.00,9.00
2025,1,G4,Allegiant Air,IND,"Indianapolis, IN: Indianapolis International",115.00,36.00,6.65,5.69,8.36,0.09,15.21,6.00,0.00,3522.00,227.00,2163.00,292.00,3.00,837.00
2025,1,G4,Allegiant Air,JAX,"Jacksonville, FL: Jacksonville International",66.00,8.00,0.39,1.56,3.61,0.00,2.45,2.00,0.00,1612.00,62.00,1108.00,158.00,0.00,284.00
2025,1,G4,Allegiant Air,LAS,"Las Vegas, NV: Harry Reid International",575.00,151.00,27.17,16.06,54.59,1.00,52.18,5.00,0.00,20049.00,4556.00,5465.00,3328.00,15.00,6685.00
2025,1,G4,Allegiant Air,LAX,"Los Angeles, CA: Los Angeles International",37.00,11.00,1.32,1.76,3.73,0.00,4.19,1.00,0.00,1191.00,43.00,209.00,157.00,0.00,782.00
2025,1,G4,Allegiant Air,LCK,"Columbus, OH: Rickenbacker International",63.00,14.00,5.41,2.00,0.96,0.00,5.64,0.00,0.00,1312.00,364.00,375.00,67.00,0.00,506.00
2025,1,G4,Allegiant Air,LEX,"Lexington, KY: Blue Grass",57.00,16.00,4.14,2.00,5.54,0.00,4.33,5.00,0.00,888.00,239.00,84.00,297.00,0.00,268.00
2025,1,G4,Allegiant Air,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",2.00,1.00,0.04,0.00,0.00,0.00,0.96,0.00,0.00,139.00,5.00,0.00,0.00,0.00,134.00
2025,1,G4,Allegiant Air,LRD,"Laredo, TX: Laredo International",9.00,2.00,0.00,0.00,0.02,0.00,1.98,0.00,0.00,200.00,0.00,0.00,4.00,0.00,196.00
2025,1,G4,Allegiant Air,MCI,"Kansas City, MO: Kansas City International",13.00,2.00,0.40,0.00,0.10,0.00,1.50,1.00,0.00,60.00,8.00,0.00,4.00,0.00,48.00
2025,1,G4,Allegiant Air,MCO,"Orlando, FL: Orlando International",32.00,3.00,0.00,0.17,2.83,0.00,0.00,1.00,0.00,64.00,0.00,4.00,60.00,0.00,0.00
2025,1,G4,Allegiant Air,MDT,"Harrisburg, PA: Harrisburg International",69.00,13.00,5.98,0.57,0.82,0.00,5.63,0.00,1.00,677.00,344.00,62.00,42.00,0.00,229.00
2025,1,G4,Allegiant Air,MDW,"Chicago, IL: Chicago Midway International",18.00,5.00,2.34,0.00,0.69,0.00,1.97,0.00,0.00,350.00,147.00,0.00,32.00,0.00,171.00
2025,1,G4,Allegiant Air,MEM,"Memphis, TN: Memphis International",30.00,6.00,4.03,0.00,0.82,0.00,1.15,1.00,0.00,363.00,248.00,0.00,39.00,0.00,76.00
2025,1,G4,Allegiant Air,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",45.00,3.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,176.00,130.00,0.00,23.00,0.00,23.00
2025,1,G4,Allegiant Air,MFR,"Medford, OR: Rogue Valley International - Medford",18.00,8.00,1.72,2.00,1.00,0.00,3.28,1.00,0.00,673.00,124.00,212.00,48.00,0.00,289.00
2025,1,G4,Allegiant Air,MLB,"Melbourne, FL: Melbourne Orlando International",27.00,4.00,0.89,0.00,3.11,0.00,0.00,0.00,0.00,288.00,192.00,0.00,96.00,0.00,0.00
2025,1,G4,Allegiant Air,MLI,"Moline, IL: Quad Cities International",42.00,6.00,1.84,1.01,1.49,0.00,1.66,0.00,0.00,1197.00,83.00,953.00,78.00,0.00,83.00
2025,1,G4,Allegiant Air,MOT,"Minot, ND: Minot International",36.00,7.00,2.77,0.00,2.46,0.00,1.77,0.00,0.00,263.00,101.00,0.00,86.00,0.00,76.00
2025,1,G4,Allegiant Air,MRY,"Monterey, CA: Monterey Regional",9.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,32.00
2025,1,G4,Allegiant Air,MSO,"Missoula, MT: Missoula Montana",22.00,2.00,0.99,0.88,0.14,0.00,0.00,0.00,0.00,1100.00,1062.00,21.00,17.00,0.00,0.00
2025,1,G4,Allegiant Air,MSP,"Minneapolis, MN: Minneapolis-St Paul International",27.00,6.00,3.44,0.52,1.52,0.00,0.53,0.00,0.00,294.00,176.00,17.00,53.00,0.00,48.00
2025,1,G4,Allegiant Air,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",9.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,25.00,0.00,25.00,0.00,0.00,0.00
2025,1,G4,Allegiant Air,MYR,"Myrtle Beach, SC: Myrtle Beach International",21.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,21.00,0.00,0.00
2025,1,G4,Allegiant Air,OAK,"Oakland, CA: Metro Oakland International",10.00,1.00,0.00,0.00,0.03,0.00,0.97,0.00,0.00,64.00,0.00,0.00,2.00,0.00,62.00
2025,1,G4,Allegiant Air,OMA,"Omaha, NE: Eppley Airfield",47.00,9.00,4.91,0.41,1.53,0.00,2.16,0.00,0.00,1054.00,894.00,9.00,45.00,0.00,106.00
2025,1,G4,Allegiant Air,PBG,"Plattsburgh, NY: Plattsburgh International",60.00,8.00,1.42,0.00,6.58,0.00,0.00,1.00,0.00,255.00,42.00,0.00,213.00,0.00,0.00
2025,1,G4,Allegiant Air,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",40.00,14.00,4.00,0.00,9.01,0.00,0.99,1.00,0.00,659.00,319.00,0.00,304.00,0.00,36.00
2025,1,G4,Allegiant Air,PDX,"Portland, OR: Portland International",19.00,1.00,0.00,0.00,0.07,0.00,0.93,0.00,0.00,391.00,0.00,0.00,27.00,0.00,364.00
2025,1,G4,Allegiant Air,PGD,"Punta Gorda, FL: Punta Gorda Airport",715.00,210.00,34.42,15.30,89.77,0.00,70.50,9.00,2.00,15510.00,2372.00,1625.00,4838.00,0.00,6675.00
2025,1,G4,Allegiant Air,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",28.00,7.00,4.53,1.00,0.49,0.00,0.98,0.00,1.00,418.00,226.00,16.00,22.00,0.00,154.00
2025,1,G4,Allegiant Air,PIA,"Peoria, IL: General Downing - Peoria International",105.00,25.00,6.59,3.46,4.78,0.00,10.16,0.00,0.00,2118.00,522.00,600.00,184.00,0.00,812.00
2025,1,G4,Allegiant Air,PIE,"St. Petersburg, FL: St Pete Clearwater International",654.00,132.00,28.94,10.04,52.65,0.00,40.37,4.00,0.00,9411.00,2171.00,2514.00,1916.00,0.00,2810.00
2025,1,G4,Allegiant Air,PIT,"Pittsburgh, PA: Pittsburgh International",114.00,26.00,8.90,0.50,3.86,0.00,12.74,1.00,0.00,2481.00,469.00,323.00,183.00,0.00,1506.00
2025,1,G4,Allegiant Air,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",27.00,3.00,0.38,0.00,0.00,0.00,2.63,0.00,0.00,93.00,15.00,0.00,0.00,0.00,78.00
2025,1,G4,Allegiant Air,PSM,"Portsmouth, NH: Portsmouth International at Pease",37.00,4.00,0.87,1.00,2.00,0.00,0.13,0.00,0.00,384.00,156.00,162.00,43.00,0.00,23.00
2025,1,G4,Allegiant Air,PSP,"Palm Springs, CA: Palm Springs International",15.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,68.00,20.00,0.00,48.00,0.00,0.00
2025,1,G4,Allegiant Air,PVD,"Providence, RI: Rhode Island Tf Green International",14.00,4.00,0.00,1.00,1.96,0.00,1.04,0.00,0.00,364.00,0.00,193.00,127.00,0.00,44.00
2025,1,G4,Allegiant Air,PVU,"Provo, UT: Provo Municipal",128.00,52.00,12.02,0.54,6.28,0.00,33.16,0.00,0.00,6248.00,2713.00,20.00,282.00,0.00,3233.00
2025,1,G4,Allegiant Air,RAP,"Rapid City, SD: Rapid City Regional",38.00,9.00,3.66,0.93,2.42,0.80,1.20,0.00,1.00,879.00,282.00,104.00,255.00,68.00,170.00
2025,1,G4,Allegiant Air,RFD,"Rockford, IL: Chicago/Rockford International",70.00,11.00,5.95,1.00,2.14,0.00,1.91,0.00,0.00,619.00,261.00,48.00,87.00,0.00,223.00
2025,1,G4,Allegiant Air,RIC,"Richmond, VA: Richmond International",27.00,3.00,0.22,0.73,0.09,0.00,1.96,0.00,0.00,187.00,20.00,16.00,2.00,0.00,149.00
2025,1,G4,Allegiant Air,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",21.00,8.00,1.25,0.85,4.16,0.00,1.74,1.00,0.00,604.00,97.00,90.00,288.00,0.00,129.00
2025,1,G4,Allegiant Air,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",5.00,2.00,1.00,0.00,0.56,0.00,0.44,0.00,0.00,47.00,22.00,0.00,14.00,0.00,11.00
2025,1,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",9.00,1.00,0.35,0.00,0.65,0.00,0.00,0.00,0.00,43.00,15.00,0.00,28.00,0.00,0.00
2025,1,G4,Allegiant Air,SAV,"Savannah, GA: Savannah/Hilton Head International",69.00,15.00,1.14,1.22,1.82,0.00,10.82,4.00,1.00,2394.00,48.00,493.00,65.00,0.00,1788.00
2025,1,G4,Allegiant Air,SBN,"South Bend, IN: South Bend International",93.00,19.00,6.49,1.07,4.71,0.00,6.73,0.00,0.00,1282.00,592.00,25.00,161.00,0.00,504.00
2025,1,G4,Allegiant Air,SCK,"Stockton, CA: Stockton Metro",42.00,5.00,2.01,1.00,0.07,0.00,1.92,1.00,1.00,402.00,239.00,37.00,2.00,0.00,124.00
2025,1,G4,Allegiant Air,SDF,"Louisville, KY: Louisville Muhammad Ali International",49.00,5.00,2.31,0.00,0.24,0.00,2.45,4.00,0.00,670.00,469.00,0.00,32.00,0.00,169.00
2025,1,G4,Allegiant Air,SFB,"Sanford, FL: Orlando Sanford International",798.00,237.00,64.83,16.48,51.05,0.78,103.85,12.00,3.00,19662.00,7868.00,1851.00,2724.00,76.00,7143.00
2025,1,G4,Allegiant Air,SGF,"Springfield, MO: Springfield-Branson National",56.00,13.00,3.94,0.50,6.79,1.00,0.77,0.00,0.00,824.00,252.00,8.00,236.00,96.00,232.00
2025,1,G4,Allegiant Air,SHV,"Shreveport, LA: Shreveport Regional",9.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,25.00,0.00,0.00
2025,1,G4,Allegiant Air,SMX,"Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field",9.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,563.00,0.00,0.00,563.00,0.00,0.00
2025,1,G4,Allegiant Air,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",83.00,23.00,4.28,2.66,5.64,0.00,10.42,2.00,2.00,1446.00,397.00,124.00,200.00,0.00,725.00
2025,1,G4,Allegiant Air,SPI,"Springfield, IL: Abraham Lincoln Capital",14.00,3.00,1.36,0.00,1.11,0.00,0.53,0.00,0.00,184.00,118.00,0.00,42.00,0.00,24.00
2025,1,G4,Allegiant Air,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",296.00,75.00,10.83,6.00,32.34,0.45,25.38,4.00,1.00,4624.00,671.00,698.00,1364.00,9.00,1882.00
2025,1,G4,Allegiant Air,STC,"St. Cloud, MN: St. Cloud Regional",28.00,2.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,130.00,86.00,0.00,0.00,0.00,44.00
2025,1,G4,Allegiant Air,SWF,"Newburgh/Poughkeepsie, NY: New York Stewart International",47.00,4.00,3.21,0.00,0.00,0.00,0.79,0.00,0.00,311.00,274.00,0.00,0.00,0.00,37.00
2025,1,G4,Allegiant Air,SYR,"Syracuse, NY: Syracuse Hancock International",53.00,10.00,1.94,1.10,5.36,0.00,1.59,0.00,0.00,472.00,230.00,38.00,139.00,0.00,65.00
2025,1,G4,Allegiant Air,TOL,"Toledo, OH: Eugene F Kranz Toledo Express",31.00,10.00,2.17,1.32,3.61,0.00,2.90,1.00,0.00,645.00,71.00,45.00,332.00,0.00,197.00
2025,1,G4,Allegiant Air,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",9.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,62.00,62.00,0.00,0.00,0.00,0.00
2025,1,G4,Allegiant Air,TUL,"Tulsa, OK: Tulsa International",23.00,2.00,0.15,0.00,0.00,0.00,1.85,0.00,0.00,158.00,14.00,0.00,0.00,0.00,144.00
2025,1,G4,Allegiant Air,TVC,"Traverse City, MI: Cherry Capital",39.00,8.00,3.19,0.00,2.45,0.00,2.35,0.00,0.00,301.00,160.00,0.00,44.00,0.00,97.00
2025,1,G4,Allegiant Air,TYS,"Knoxville, TN: McGhee Tyson",214.00,62.00,18.95,1.03,13.65,0.00,28.37,1.00,0.00,6362.00,2925.00,172.00,516.00,0.00,2749.00
2025,1,G4,Allegiant Air,USA,"Concord, NC: Concord Padgett Regional",50.00,23.00,8.27,1.00,4.27,0.00,9.46,1.00,0.00,1282.00,610.00,17.00,211.00,0.00,444.00
2025,1,G4,Allegiant Air,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",89.00,17.00,3.38,2.00,2.19,0.00,9.43,4.00,0.00,1870.00,533.00,76.00,76.00,0.00,1185.00
2025,1,G4,Allegiant Air,XNA,"Fayetteville, AR: Northwest Arkansas National",52.00,10.00,2.80,0.26,4.74,0.00,2.20,0.00,0.00,774.00,293.00,5.00,315.00,0.00,161.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",62.00,11.00,4.53,0.00,2.97,0.00,3.50,0.00,1.00,777.00,285.00,0.00,163.00,0.00,329.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,ALB,"Albany, NY: Albany International",62.00,16.00,7.07,0.00,3.10,0.00,5.83,1.00,0.00,1209.00,514.00,0.00,151.00,0.00,544.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,AVL,"Asheville, NC: Asheville Regional",22.00,5.00,1.63,0.00,2.02,0.00,1.35,3.00,0.00,241.00,130.00,0.00,47.00,0.00,64.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",62.00,15.00,2.89,0.00,4.88,0.00,7.23,0.00,0.00,1058.00,197.00,0.00,209.00,0.00,652.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",62.00,13.00,2.61,0.00,1.14,0.00,9.25,2.00,0.00,1279.00,237.00,0.00,140.00,0.00,902.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,BTV,"Burlington, VT: Burlington International",47.00,9.00,3.10,0.00,2.50,0.00,3.40,1.00,0.00,910.00,323.00,0.00,86.00,0.00,501.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,BUF,"Buffalo, NY: Buffalo Niagara International",78.00,22.00,6.46,0.66,3.18,0.00,11.70,3.00,0.00,1822.00,334.00,39.00,172.00,0.00,1277.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",6.00,3.00,1.70,0.00,0.97,0.00,0.33,1.00,0.00,237.00,168.00,0.00,40.00,0.00,29.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,CLE,"Cleveland, OH: Cleveland-Hopkins International",33.00,6.00,1.37,0.00,1.62,0.00,3.00,3.00,0.00,643.00,48.00,0.00,146.00,0.00,449.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,CLT,"Charlotte, NC: Charlotte Douglas International",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,CMH,"Columbus, OH: John Glenn Columbus International",53.00,10.00,1.12,0.00,3.86,0.00,5.02,1.00,1.00,492.00,39.00,0.00,158.00,0.00,295.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",138.00,26.00,8.38,0.00,8.36,0.00,9.26,16.00,0.00,1415.00,483.00,0.00,284.00,0.00,648.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,DAY,"Dayton, OH: James M Cox/Dayton International",17.00,7.00,0.32,0.00,4.32,0.00,2.37,2.00,0.00,238.00,14.00,0.00,117.00,0.00,107.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,DCA,"Washington, DC: Ronald Reagan Washington National",234.00,53.00,13.85,0.00,17.54,0.00,21.62,17.00,1.00,4281.00,1064.00,0.00,920.00,0.00,2297.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,DSM,"Des Moines, IA: Des Moines International",23.00,7.00,1.84,0.00,1.50,0.00,3.66,2.00,0.00,674.00,151.00,0.00,74.00,0.00,449.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,DTW,"Detroit, MI: Detroit Metro Wayne County",52.00,15.00,8.32,0.39,4.01,0.00,2.28,2.00,0.00,1011.00,614.00,13.00,162.00,0.00,222.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,EWR,"Newark, NJ: Newark Liberty International",1194.00,298.00,51.88,5.66,127.36,0.00,113.10,58.00,1.00,26032.00,4855.00,589.00,7466.00,0.00,13122.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,FSD,"Sioux Falls, SD: Joe Foss Field",30.00,7.00,2.19,0.00,1.69,0.00,3.12,1.00,0.00,547.00,175.00,0.00,50.00,0.00,322.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,GRB,"Green Bay, WI: Green Bay Austin Straubel International",37.00,10.00,2.42,0.00,2.59,0.00,5.00,1.00,0.00,399.00,67.00,0.00,77.00,0.00,255.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,GRR,"Grand Rapids, MI: Gerald R. Ford International",3.00,1.00,0.01,0.00,0.00,0.00,0.99,1.00,0.00,143.00,2.00,0.00,0.00,0.00,141.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,GSO,"Greensboro/High Point, NC: Piedmont Triad International",140.00,32.00,9.20,1.39,8.90,0.00,12.51,6.00,0.00,3514.00,1094.00,219.00,339.00,0.00,1862.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,GSP,"Greer, SC: Greenville-Spartanburg International",58.00,15.00,3.15,0.00,3.66,0.00,8.19,3.00,0.00,1906.00,307.00,0.00,217.00,0.00,1382.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,IAD,"Washington, DC: Washington Dulles International",450.00,92.00,25.17,1.49,45.09,0.00,20.26,24.00,1.00,7008.00,2365.00,268.00,2350.00,0.00,2025.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,ILM,"Wilmington, NC: Wilmington International",51.00,19.00,5.03,0.92,5.35,0.00,7.69,3.00,0.00,2390.00,521.00,609.00,212.00,0.00,1048.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",61.00,13.00,3.40,0.00,2.25,0.00,7.35,3.00,0.00,964.00,223.00,0.00,116.00,0.00,625.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,LEX,"Lexington, KY: Blue Grass",65.00,17.00,6.58,0.00,7.97,0.00,2.44,3.00,0.00,682.00,261.00,0.00,228.00,0.00,193.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,LGA,"New York, NY: LaGuardia",6.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,0.00,0.00,0.00,0.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",67.00,14.00,4.03,0.00,4.64,0.00,5.33,3.00,0.00,1146.00,204.00,0.00,180.00,0.00,762.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,LNK,"Lincoln, NE: Lincoln Airport",59.00,17.00,4.91,0.00,5.93,0.00,6.16,0.00,0.00,1081.00,301.00,0.00,261.00,0.00,519.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,MCI,"Kansas City, MO: Kansas City International",6.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,MDT,"Harrisburg, PA: Harrisburg International",33.00,11.00,1.41,0.00,5.34,0.00,4.25,0.00,0.00,683.00,62.00,0.00,198.00,0.00,423.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,MEM,"Memphis, TN: Memphis International",61.00,13.00,2.56,0.00,1.90,0.00,8.53,4.00,0.00,1302.00,107.00,0.00,57.00,0.00,1138.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,MHT,"Manchester, NH: Manchester Boston Regional",60.00,18.00,7.72,0.00,0.58,0.00,9.70,3.00,0.00,2017.00,343.00,0.00,62.00,0.00,1612.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,MLI,"Moline, IL: Quad Cities International",50.00,16.00,4.65,0.00,1.53,0.00,9.82,1.00,0.00,1264.00,387.00,0.00,112.00,0.00,765.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,MSN,"Madison, WI: Dane County Regional-Truax Field",1.00,1.00,0.02,0.00,0.22,0.00,0.77,0.00,0.00,60.00,1.00,0.00,13.00,0.00,46.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,OMA,"Omaha, NE: Eppley Airfield",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,ORD,"Chicago, IL: Chicago O'Hare International",1177.00,259.00,70.07,11.93,74.42,0.00,102.58,48.00,5.00,21159.00,5065.00,1925.00,3455.00,0.00,10714.00
2025,1,G7,GoJet Airlines LLC d/b/a United Express,ORF,"Norfolk, VA: Norfolk International",55.00,6.00,1.88,0.00,1.40,0.00,2.71,1.00,0.00,405.00,113.00,0.00,29.00,0.00,263.00
